smiles,IE
C(CCC=C)C(=O)C,5.513296289
Cc1cc(cs1)C(F)(F)F,5.130838256
C(=O)(CCC)N1[C@@H](COC1=O)c1ccccc1,5.338289858
CN(C)c1c(c2ccccc2)nccn1,4.073774474
CNc1noncc1=N,6.276430099
CCc1c(C)ccs1,4.502221629
CNc1ccc(F)s1,3.506119189
CN1CCN(C)[C@@H](C#N)[C@H]1C#N,4.729801604
C=CC1=C[C@@H](C=CS1)c1ccccc1,4.200005831
C[C]1[CH][C]2[CH][C]([CH]1)CCc1cc(CC2)c(C)cc1C,0.46495363
c1c(c(cs1)O)N,3.874679222
O(C)c1c(O)c(OC)cc(c1)C(=O)O,4.616239485
CN1CCN(C)[C@@H](c2ccccc2)[C@H]1C#N,4.493791079
CC(=O)c1cn(C)cc(c1=c1ccn(C)cc1)C(Cl)(Cl)Cl,2.591241227
CNC1=COC=CO1,3.408542293
C#C[C@@H]1CN(C)C[C@@H](N1C)N(=O)=O,4.633858382
C#Cc1cccc(c1[O])O[N]N(C)C,3.485895715
CNCn1ccc(=c2ccn(C)cc2)c(c1)N(C)C,1.797586302
C1=C[C@@H](C(=C1)N)F,3.577267001
c1cc2c(c(c1C(=O)O)N(=O)=O)[nH]s[nH]2,3.618269707
C#CC1=CN(C)C=C[C]1[C]1C=CN(C)C=C1C=C,2.04211872
C[C@H]1[C@H]2[C@H]3[C@H]4[C@@H]1C[C@@H]2N34,6.115452136
C(C)(C)(C)O,5.954136267
C1=C[C@H](C=C1)F,5.06485065
CN(C)[C@H]1CCC[C@H]1c1ccccc1,3.956991441
CNc1cc(c[nH]1)[C]([NH])O,3.542749817
C1[C@@H](C(=O)O)SC[C@@H](F)S1,5.251217198
CC(=O)c1ccc(C(Cl)(Cl)Cl)s1,5.556048317
N=C1O[C@H]2CC(=O)[C@@H]1O2,7.245287809
CC[C@@H]1CSC[C@H](N)S1,4.748077349
CC[C@H]1C=CC=C1OC,3.752035499
C(C)N,4.792780366
C#CC1=CCC=C(c2ccccc2)O1,4.295727593
[C@H](C(=O)OCC)(O)c1ccccc1,5.344019527
C=Cc1ccc2c(c1)[nH]s[nH]2,3.404836061
N(Cc1ccccc1)(CC(F)(F)F)[C@@H](C#N)C,4.87685044
C/C(=N/C1=CS/C(=C\2/SC=C(N(C)C)S2)/S1)/O,2.96468572
CN(C)C1=CCC=CS1,3.65204008
COc1cc2c(cc1OC)[nH]s[nH]2,3.410848531
Cn1ccc(=c2ccn(cc2)CC(F)(F)F)cc1,2.022685841
c1ccc(cc1)c1cc(c2c(c1)ONO2)O,4.300176869
C1=CSC=C([C@@H]1C(=O)O)N,3.726006705
CNc1cc(cc2c1ONO2)C(=O)O,4.228991424
C1C[C@H](C[C@@H]1C(Cl)(Cl)Cl)N,4.96997051
C/C(=N/c1cc2c(cc1Cl)ONO2)/O,4.195122633
COc1ccc2c(c1)ON(C(=O)O)O2,4.292054059
Cn1cc(cc1C(=O)O)C#N,5.387154967
c1cc2c3c4c1c(=O)n1c(c4ccc3c3n(c2=O)c2c(n3)cc(c(c2)C)C)nc2c1cc(c(c2)C)C,4.336067275
CCC1=CCC(=CO1)c1ccccc1,4.057115785
COCCOCCOc1ccsc1OCCOC,3.83076825
COc1cc2c(cc1C(Br)(Br)Br)ONO2,4.354987805
C#Cc1cncc(CC)n1,5.515981168
Cc1cccc2c1ON(C(=O)O)O2,4.585527789
C1=C(F)SC=C(N(=O)=O)S1,4.563769523
c12c(ccc(c1)OCc1ccccc1)cccc2,4.324014134
c1c2c3c4c5c1c(=O)n(c(=O)c5cc1c4c4c5c3c(cc3c5c(cc4n(o1)C)c(=O)n(c3=O)C)on2C)C,3.23820429
COC1=COC(=CC1)N(=O)=O,4.474742887
CNc1c2CCCCc2c(c(c1O)O)OCCOCCOC,4.129517693
CN(C)[N]OC1=CC=C[C](C#N)C1=O,3.856257831
c12c(cccc1N)cccc2N,3.495900832
C/C(=N/c1c/c(=c/2\ccn(C)cc2Cl)/ccn1C)/O,1.855663289
CCc1cc(c[nH]1)O,3.778754008
C1C[C@H]([C@H](SC1)C#C)C,4.847014023
CC(=O)C1=CSC(=[S]1)C1=[S]C(=CS1)/N=C(/C)\O,3.248890325
c1cc(c2c(c1C(F)(F)F)ONO2)Cl,4.88602453
CCC1=CN(C)C=C[C@H]1[C@@H]1C=CN(C)C=C1C(=O)O,2.016539929
